shipment_id,p_late,severity_p50,line_item_value,risk_tier,action,simulated_net_benefit,robustness,human_approval_required
2823,0.3165341530805069,0.0,11.171012454143554,WATCH,MONITOR,-10.0,ROBUST,False
2892,0.22955822103215168,0.0,8.106152568974888,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2921,0.15450022603679114,0.0,8.197263371414335,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2922,0.45502522872647655,0.0,6.284507225801859,WATCH,MONITOR,-10.0,ROBUST,False
2923,0.2883049569550412,0.0,6.095824562432225,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2927,0.4512460787942806,0.0,11.87757552297847,WATCH,MONITOR,-10.0,ROBUST,False
2947,0.3343408489732673,0.0,6.398594934535208,WATCH,MONITOR,-10.0,ROBUST,False
2965,0.3696768466460003,0.0,6.322565239927284,WATCH,MONITOR,-10.0,ROBUST,False
2993,0.42170446175138,0.0,6.546785410760524,WATCH,MONITOR,-10.0,ROBUST,False
2994,0.3636622178400538,0.0,10.077818939438902,WATCH,MONITOR,-10.0,ROBUST,False
2995,0.2592219362715751,0.0,7.148424357162165,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2996,0.3054533535714604,0.0,3.5058576522055884,WATCH,MONITOR,-10.0,ROBUST,False
3007,0.42121820987035197,0.0,8.248790733696413,WATCH,MONITOR,-10.0,ROBUST,False
3008,0.2494601185491937,0.0,12.406139977186806,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3009,0.2552485827073988,0.0,12.38827336168986,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3010,0.13827604642320046,0.0,12.452499074762192,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3026,0.4658337740886991,0.0,9.038008749211576,WATCH,MONITOR,-10.0,ROBUST,False
3037,0.13641452597817671,0.0,11.05038352792927,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3039,0.3592836709794224,0.0,3.7612001156935624,WATCH,MONITOR,-10.0,ROBUST,False
3040,0.6585728963394133,10.482917569557216,11.87743662540826,HIGH_RISK,HUMAN_REVIEW,-50.0,ROBUST,True
3049,0.262247756102177,0.0,8.525220883103467,LOW_RISK,NO_ACTION,0.0,ROBUST,False
3050,0.3718207346290736,0.0,11.266014185727938,WATCH,MONITOR,-10.0,ROBUST,False
3055,0.1268374930519515,0.0,11.021779911971064,LOW_RISK,NO_ACTION,0.0,ROBUST,False
