fold_id,feature_name,feature_type,tier,psi,normalized_wasserstein,ks_pvalue,ks_fdr_rejected,js_distance,chi2_pvalue,status
3,Vendor INCO Term,categorical,TIER_1,0.11865120628005363,,,,0.12241872747969851,2.2065579659205946e-05,RED
3,Vendor,categorical,TIER_1,0.8806260483171859,,,,0.2526569343005161,3.30040324849386e-20,RED
4,Unit Price,numerical,TIER_2,0.11678578483571243,0.0629167711071936,4.96265978725124e-05,True,,,YELLOW
4,vendor_hist_volume,numerical,TIER_1,3.4015632702671907,0.8466337683315086,4.9071049422030496e-98,True,,,RED
4,country_hist_delay_rate,numerical,TIER_1,2.2734791877045994,0.7340161330632208,7.379985163228782e-103,True,,,RED
4,T_pred_quarter,numerical,TIER_3,0.8171178245381391,0.6273753964146512,6.3391745712769265e-46,True,,,RED
4,vendor_hist_delay_median,numerical,TIER_3,3.601590309692907,0.28726962770013165,1.4933279863537457e-67,True,,,RED
4,weight_is_numeric,numerical,TIER_3,0.0,0.1335676192673822,0.014090167956620919,True,,,GREEN
4,freight_is_numeric,numerical,TIER_3,0.0,0.11190528565136862,0.05370395842679088,False,,,GREEN
4,vendor_hist_delay_rate,numerical,TIER_1,5.01357024983953,0.23891398486505833,5.718520986769782e-26,True,,,RED
4,is_rdc_fulfillment,numerical,TIER_2,0.0,0.1675580889092888,0.00022123773361825186,True,,,YELLOW
4,po_sent_is_date,numerical,TIER_3,0.0,0.16755808890928858,0.00022123773361825186,True,,,YELLOW
4,Forecast_Horizon_Days,numerical,TIER_1,0.15185152285484035,0.31267578439905935,1.1433999378945053e-12,True,,,RED
4,PQ_to_PO_Days,numerical,TIER_2,0.3609180704607183,0.5254916303772597,5.56266327844112e-38,True,,,RED
4,T_pred_year,numerical,TIER_3,9.001179525634857,1.924030590756774,0.0,True,,,RED
4,T_pred_month,numerical,TIER_2,6.39555405888623,0.5956967823283116,3.7500233781037923e-76,True,,,RED
4,Unit of Measure (Per Pack),numerical,TIER_2,0.04104288964832033,0.0864077759671684,0.0020839605164455436,True,,,GREEN
4,pq_first_sent_is_date,numerical,TIER_3,0.0,0.3666245050245803,2.4545166535646913e-08,True,,,RED
4,site_hist_delay_rate,numerical,TIER_2,0.8512652220565851,0.4817539655593868,1.4467851753644052e-96,True,,,RED
4,country_hist_delay_median,numerical,TIER_2,0.0769043775169401,0.2018770756043291,2.7834727595702975e-05,True,,,YELLOW
4,Line Item Value,numerical,TIER_2,0.02380071260077581,0.09056198933411011,0.2840579892875569,False,,,GREEN
4,Pack Price,numerical,TIER_2,0.36121214426425374,0.10143919568485885,9.610599296962965e-05,True,,,RED
4,is_pre_pq_process,numerical,TIER_3,0.0,0.36662450502458044,2.4545166535646913e-08,True,,,RED
4,Line Item Insurance (USD),numerical,TIER_1,0.08471369262553646,0.20602973031799715,9.245235042807959e-07,True,,,YELLOW
4,Scheduled_Transit_Days,numerical,TIER_1,0.15185152285484035,0.31267578439905935,1.1433999378945053e-12,True,,,RED
4,T_pred_dayofweek,numerical,TIER_3,0.05136208534043755,0.07319428592371148,0.06289298652284939,False,,,GREEN
4,country_hist_volume,numerical,TIER_1,1.4085197206289068,1.3171573932903966,8.206358589632377e-154,True,,,RED
4,Line Item Quantity,numerical,TIER_1,0.047385964050848196,0.13018801767772062,0.05016652279265595,False,,,GREEN
4,Country,categorical,TIER_1,0.8038244811905055,,,,0.27630839781722,4.464172675103364e-34,RED
4,Brand,categorical,TIER_3,0.8240679449764468,,,,0.22584969117568765,1.2726065784426806e-07,RED
4,Fulfill Via,categorical,TIER_3,0.028407611522174636,,,,0.07153071037942632,7.2218438988046515e-06,RED
4,Molecule/Test Type,categorical,TIER_3,1.2192598728478943,,,,0.3125517883440687,2.375241757456593e-40,RED
4,Manufacturing Site,categorical,TIER_3,1.6582406067614786,,,,0.3311591249886596,1.1566853625756931e-29,RED
4,First Line Designation,categorical,TIER_3,0.013854306719967763,,,,0.049956554199342376,0.0011652689356784912,YELLOW
4,Dosage Form,categorical,TIER_3,0.24229710658697368,,,,0.15759047111954153,6.664183062978516e-18,RED
4,Dosage,categorical,TIER_3,0.9966666340931389,,,,0.3018000222864348,5.27071946213016e-36,RED
4,Shipment Mode,categorical,TIER_2,0.12043058792833514,,,,0.10759154291273765,3.6013718070184273e-08,RED
4,Product Group,categorical,TIER_3,0.043610717694193654,,,,0.05653364349799777,0.047001567444128825,YELLOW
4,Sub Classification,categorical,TIER_3,0.052545398983833896,,,,0.07895508219775256,0.00018731755487336586,RED
4,Vendor INCO Term,categorical,TIER_1,0.13498107703652676,,,,0.1395849643614593,2.4148880287493955e-13,RED
4,Vendor,categorical,TIER_1,1.0312433969614392,,,,0.2997108990693674,4.1335203573060915e-38,RED
